Article_URL,Adresse,Kvdm
https://www.boligsiden.dk/adresse/oesterbrogade-52-2-tv-2100-koebenhavn-oe-01018580__52__2__tv,"Østerbrogade 52, 2. tv. 2100 København Ø",341
https://www.boligsiden.dk/adresse/valdemarsgade-49-2-th-1665-koebenhavn-v-01017924__49__2__th,"Valdemarsgade 49, 2. th. 1665 København V",78
https://www.boligsiden.dk/adresse/carl-torps-vej-4-2-2500-valby-01011084___4__2____,"Carl Torps Vej 4, 2. 2500 Valby",66
https://www.boligsiden.dk/adresse/guldbergsgade-5-4-4-2200-koebenhavn-n-01012404___5__4___4,"Guldbergsgade 5, 4. 4. 2200 København N",82
https://www.boligsiden.dk/adresse/praestekaervej-16-4-tv-2700-broenshoej-01015636__16__4__tv,"Præstekærvej 16, 4. tv. 2700 Brønshøj",80
https://www.boligsiden.dk/adresse/baldersgade-18-0-2-2200-koebenhavn-n-01010336__18_st___2,"Baldersgade 18, st. 2. 2200 København N",51
https://www.boligsiden.dk/adresse/jagtvej-213-4-3-2100-koebenhavn-oe-01013332_213__4___3,"Jagtvej 213, 4. 3. 2100 København Ø",64
https://www.boligsiden.dk/adresse/flakholmen-25-2-4-2720-vanloese-01011808__25__2___4,"Flakholmen 25, 2. 4. 2720 Vanløse",66
https://www.boligsiden.dk/adresse/uglevej-15-0-tv-2400-koebenhavn-nv-01017820__15_st__tv,"Uglevej 15, st. tv. 2400 København NV",51
https://www.boligsiden.dk/adresse/axel-heides-gade-8c-2-th-2300-koebenhavn-s-01010288__8c__2__th,"Axel Heides Gade 8C, 2. th. 2300 København S",109
https://www.boligsiden.dk/adresse/strindbergsvej-61-1-2500-valby-01017028__61__1____,"Strindbergsvej 61, 1. 2500 Valby",151
https://www.boligsiden.dk/adresse/morsoevej-33b-1-tv-2720-vanloese-01014816_33b__1__tv,"Morsøvej 33B, 1. tv. 2720 Vanløse",46
https://www.boligsiden.dk/adresse/oeresund-parkvej-2-4-th-2300-koebenhavn-s-01018542___2__4__th,"Øresund Parkvej 2, 4. th. 2300 København S",153
https://www.boligsiden.dk/adresse/skindergade-32-1-tv-1159-koebenhavn-k-01016460__32__1__tv,"Skindergade 32, 1. tv. 1159 København K",113
https://www.boligsiden.dk/adresse/hannemanns-alle-12u-4-6-2300-koebenhavn-s-01012578_12u__4___6,"Hannemanns Allé 12U, 4. 6. 2300 København S",88
https://www.boligsiden.dk/adresse/sorgenfrigade-9-4-tv-2200-koebenhavn-n-01016732___9__4__tv,"Sorgenfrigade 9, 4. tv. 2200 København N",63
https://www.boligsiden.dk/adresse/ved-linden-10-4-th-2300-koebenhavn-s-01018080__10__4__th,"Ved Linden 10, 4. th. 2300 København S",65
https://www.boligsiden.dk/adresse/lauravej-17-2-tv-2500-valby-01014184__17__2__tv,"Lauravej 17, 2. tv. 2500 Valby",56
https://www.boligsiden.dk/adresse/ved-volden-2-2-tv-1425-koebenhavn-k-01018116___2__2__tv,"Ved Volden 2, 2. tv. 1425 København K",93
https://www.boligsiden.dk/adresse/brigadevej-20-4-tv-2300-koebenhavn-s-01010844__20__4__tv,"Brigadevej 20, 4. tv. 2300 København S",81
https://www.boligsiden.dk/adresse/brorsonsgade-4-3-th-1624-koebenhavn-v-01010880___4__3__th,"Brorsonsgade 4, 3. th. 1624 København V",71
https://www.boligsiden.dk/adresse/islands-brygge-77a-1-th-2300-koebenhavn-s-01013300_77a__1__th,"Islands Brygge 77A, 1. th. 2300 København S",168
https://www.boligsiden.dk/adresse/frederikssundsvej-189a-3-th-2700-broenshoej-01011964189a__3__th,"Frederikssundsvej 189A, 3. th. 2700 Brønshøj",62
https://www.boligsiden.dk/adresse/hoejdevej-7-4-th-2300-koebenhavn-s-01013196___7__4__th,"Højdevej 7, 4. th. 2300 København S",58
https://www.boligsiden.dk/adresse/gyldenlakvej-27-0-tv-2300-koebenhavn-s-01012448__27_st__tv,"Gyldenlakvej 27, st. tv. 2300 København S",57
https://www.boligsiden.dk/adresse/noerre-soegade-9b-5-th-1370-koebenhavn-k-01015212__9b__5__th,"Nørre Søgade 9B, 5. th. 1370 København K",88
https://www.boligsiden.dk/adresse/ellebjergvej-15-1-tv-2450-koebenhavn-sv-01011492__15__1__tv,"Ellebjergvej 15, 1. tv. 2450 København SV",54
https://www.boligsiden.dk/adresse/aaboulevard-34a-3-th-2200-koebenhavn-n-01018636_34a__3__th,"Åboulevard 34A, 3. th. 2200 København N",90
https://www.boligsiden.dk/adresse/tove-ma%C3%ABs-vej-3-1-tv-2500-valby-01017606___3__1__tv,"Tove Maës Vej 3, 1. tv. 2500 Valby",96
https://www.boligsiden.dk/adresse/gernersgade-7-2-th-1319-koebenhavn-k-01012188___7__2__th,"Gernersgade 7, 2. th. 1319 København K",38
https://www.boligsiden.dk/adresse/edvard-thomsens-vej-5b-5-tv-2300-koebenhavn-s-01011442__5b__5__tv,"Edvard Thomsens Vej 5B, 5. tv. 2300 København S",110
https://www.boligsiden.dk/adresse/apollovej-22c-1-tv-2720-vanloese-01010196_22c__1__tv,"Apollovej 22C, 1. tv. 2720 Vanløse",66
https://www.boligsiden.dk/adresse/thingvalla-alle-27-0-2300-koebenhavn-s-01017388__27_st____,"Thingvalla Allé 27, st. 2300 København S",120
https://www.boligsiden.dk/adresse/hyacintgaarden-1-2-th-2300-koebenhavn-s-01013130___1__2__th,"Hyacintgården 1, 2. th. 2300 København S",67
https://www.boligsiden.dk/adresse/engelholmvej-35-0-th-2700-broenshoej-01011572__35_st__th,"Engelholmvej 35, st. th. 2700 Brønshøj",59
https://www.boligsiden.dk/adresse/halmtorvet-29a-1-tv-1700-koebenhavn-v-01012544_29a__1__tv,"Halmtorvet 29A, 1. tv. 1700 København V",112
https://www.boligsiden.dk/adresse/husumgade-12-4-tv-2200-koebenhavn-n-01013092__12__4__tv,"Husumgade 12, 4. tv. 2200 København N",82
https://www.boligsiden.dk/adresse/tuborgvej-19-1-7-2900-hellerup-01017684__19__1___7,"Tuborgvej 19, 1. 7. 2900 Hellerup",69
https://www.boligsiden.dk/adresse/siciliensgade-11-3-tv-2300-koebenhavn-s-01016356__11__3__tv,"Siciliensgade 11, 3. tv. 2300 København S",39
https://www.boligsiden.dk/adresse/kompagnistraede-17-2-1208-koebenhavn-k-01013832__17__2____,"Kompagnistræde 17, 2. 1208 København K",105
https://www.boligsiden.dk/adresse/sorgenfrigade-8e-2-3-2200-koebenhavn-n-01016732__8e__2___3,"Sorgenfrigade 8E, 2. 3. 2200 København N",90
https://www.boligsiden.dk/adresse/ove-billes-vej-17-1-th-2300-koebenhavn-s-01015352__17__1__th,"Ove Billes Vej 17, 1. th. 2300 København S",121
https://www.boligsiden.dk/adresse/gernersgade-5-0-tv-1319-koebenhavn-k-01012188___5_st__tv,"Gernersgade 5, st. tv. 1319 København K",37
https://www.boligsiden.dk/adresse/bremensgade-18-0-th-2300-koebenhavn-s-01010828__18_st__th,"Bremensgade 18, st. th. 2300 København S",85
https://www.boligsiden.dk/adresse/sommerstedgade-26-2-th-1718-koebenhavn-v-01016724__26__2__th,"Sommerstedgade 26, 2. th. 1718 København V",59
https://www.boligsiden.dk/adresse/vigerslevvej-59a-0-tv-2500-valby-01018320_59a_st__tv,"Vigerslevvej 59A, st. tv. 2500 Valby",86
https://www.boligsiden.dk/adresse/aalandsgade-13-0-tv-2300-koebenhavn-s-01018664__13_st__tv,"Ålandsgade 13, st. tv. 2300 København S",54
https://www.boligsiden.dk/adresse/bjerregaardsvej-13-1-2500-valby-01010584__13__1____,"Bjerregårdsvej 13, 1. 2500 Valby",192
https://www.boligsiden.dk/adresse/willemoesgade-62-3-th-2100-koebenhavn-oe-01018356__62__3__th,"Willemoesgade 62, 3. th. 2100 København Ø",88
https://www.boligsiden.dk/adresse/amerika-plads-6-7-tv-2100-koebenhavn-oe-01010139___6__7__tv,"Amerika Plads 6, 7. tv. 2100 København Ø",130
https://www.boligsiden.dk/adresse/sommerstedgade-19-2-th-1718-koebenhavn-v-01016724__19__2__th,"Sommerstedgade 19, 2. th. 1718 København V",57
https://www.boligsiden.dk/adresse/apollovej-22c-2-tv-2720-vanloese-01010196_22c__2__tv,"Apollovej 22C, 2. tv. 2720 Vanløse",66
https://www.boligsiden.dk/adresse/strandlodsvej-25d-5-tv-2300-koebenhavn-s-01016996_25d__5__tv,"Strandlodsvej 25D, 5. tv. 2300 København S",110
https://www.boligsiden.dk/adresse/halmtorvet-29d-2-tv-1700-koebenhavn-v-01012544_29d__2__tv,"Halmtorvet 29D, 2. tv. 1700 København V",153
https://www.boligsiden.dk/adresse/prags-boulevard-46-4-th-2300-koebenhavn-s-01015588__46__4__th,"Prags Boulevard 46, 4. th. 2300 København S",62
https://www.boligsiden.dk/adresse/spaniensgade-21-4-tv-2300-koebenhavn-s-01016760__21__4__tv,"Spaniensgade 21, 4. tv. 2300 København S",55
https://www.boligsiden.dk/adresse/peder-skrams-gade-10-4-th-1054-koebenhavn-k-01015456__10__4__th,"Peder Skrams Gade 10, 4. th. 1054 København K",87
https://www.boligsiden.dk/adresse/burmeistersgade-15-5-th-1429-koebenhavn-k-01010960__15__5__th,"Burmeistersgade 15, 5. th. 1429 København K",45
https://www.boligsiden.dk/adresse/dagmarsgade-17-1-210-2200-koebenhavn-n-01011208__17__1_210,"Dagmarsgade 17, 1. 210. 2200 København N",47
https://www.boligsiden.dk/adresse/borups-alle-233b-3-tv-2400-koebenhavn-nv-01010760233b__3__tv,"Borups Allé 233B, 3. tv. 2400 København NV",84
https://www.boligsiden.dk/adresse/eriksgade-5-4-tv-1708-koebenhavn-v-01011640___5__4__tv,"Eriksgade 5, 4. tv. 1708 København V",41
https://www.boligsiden.dk/adresse/alliancevej-33-6-tv-2450-koebenhavn-sv-01010090__33__6__tv,"Alliancevej 33, 6. tv. 2450 København SV",102
https://www.boligsiden.dk/adresse/gerbrandsvej-20-1-4-2300-koebenhavn-s-01012176__20__1___4,"Gerbrandsvej 20, 1. 4. 2300 København S",44
https://www.boligsiden.dk/adresse/gammeltoftsgade-18-2-tv-1355-koebenhavn-k-01012112__18__2__tv,"Gammeltoftsgade 18, 2. tv. 1355 København K",93
https://www.boligsiden.dk/adresse/uplandsgade-22-5-th-2300-koebenhavn-s-01017856__22__5__th,"Uplandsgade 22, 5. th. 2300 København S",87
https://www.boligsiden.dk/adresse/oestbanegade-167-2-tv-2100-koebenhavn-oe-01018572_167__2__tv,"Østbanegade 167, 2. tv. 2100 København Ø",82
https://www.boligsiden.dk/adresse/sundkaj-85-0-th-2150-nordhavn-01017122__85_st__th,"Sundkaj 85, st. th. 2150 Nordhavn",64
https://www.boligsiden.dk/adresse/kenny-drews-vej-61-1-th-2450-koebenhavn-sv-01018825__61__1__th,"Kenny Drews Vej 61, 1. th. 2450 København SV",95
https://www.boligsiden.dk/adresse/glasvej-29-2-th-2400-koebenhavn-nv-01012232__29__2__th,"Glasvej 29, 2. th. 2400 København NV",110
https://www.boligsiden.dk/adresse/axel-heides-gade-8c-0-th-2300-koebenhavn-s-01010288__8c_st__th,"Axel Heides Gade 8C, st. th. 2300 København S",109
https://www.boligsiden.dk/adresse/hammerensgade-3-0-mf-1267-koebenhavn-k-01012560___3_st__mf,"Hammerensgade 3, st. mf. 1267 København K",52
https://www.boligsiden.dk/adresse/nordre-frihavnsgade-87-2-th-2100-koebenhavn-oe-01015044__87__2__th,"Nordre Frihavnsgade 87, 2. th. 2100 København Ø",91
https://www.boligsiden.dk/adresse/tagensvej-96-4-tv-2200-koebenhavn-n-01017336__96__4__tv,"Tagensvej 96, 4. tv. 2200 København N",78
https://www.boligsiden.dk/adresse/margretheholmsvej-60-5-th-1432-koebenhavn-k-01014635__60__5__th,"Margretheholmsvej 60, 5. th. 1432 København K",84
https://www.boligsiden.dk/adresse/bjelkes-alle-12-2-4-2200-koebenhavn-n-01010560__12__2___4,"Bjelkes Allé 12, 2. 4. 2200 København N",54
https://www.boligsiden.dk/adresse/noerrebrogade-219-0-th-2200-koebenhavn-n-01015192_219_st__th,"Nørrebrogade 219, st. th. 2200 København N",53
https://www.boligsiden.dk/adresse/alliancevej-4-3-th-2450-koebenhavn-sv-01010090___4__3__th,"Alliancevej 4, 3. th. 2450 København SV",87
https://www.boligsiden.dk/adresse/halmtorvet-58-4-th-1700-koebenhavn-v-01012544__58__4__th,"Halmtorvet 58, 4. th. 1700 København V",79
https://www.boligsiden.dk/adresse/markskellet-13-1-tv-2720-vanloese-01014648__13__1__tv,"Markskellet 13, 1. tv. 2720 Vanløse",65
https://www.boligsiden.dk/adresse/oeresund-parkvej-18-2-tv-2300-koebenhavn-s-01018542__18__2__tv,"Øresund Parkvej 18, 2. tv. 2300 København S",126
https://www.boligsiden.dk/adresse/himmerlandsvej-18-1-th-2720-vanloese-01012892__18__1__th,"Himmerlandsvej 18, 1. th. 2720 Vanløse",66
https://www.boligsiden.dk/adresse/constantin-hansens-gade-37-3-tv-1799-koebenhavn-v-01011185__37__3__tv,"Constantin Hansens Gade 37, 3. tv. 1799 København V",98
https://www.boligsiden.dk/adresse/islands-brygge-30b-10-2-2300-koebenhavn-s-01013300_30b_10___2,"Islands Brygge 30B, 10. 2. 2300 København S",76
https://www.boligsiden.dk/adresse/strandgade-85-5-th-1401-koebenhavn-k-01016992__85__5__th,"Strandgade 85, 5. th. 1401 København K",235
https://www.boligsiden.dk/adresse/thoravej-6-0-3-2400-koebenhavn-nv-01017396___6_st___3,"Thoravej 6, st. 3. 2400 København NV",128
https://www.boligsiden.dk/adresse/randersgade-17-6-tv-2100-koebenhavn-oe-01015716__17__6__tv,"Randersgade 17, 6. tv. 2100 København Ø",88
https://www.boligsiden.dk/adresse/oestrigsgade-36-2-tv-2300-koebenhavn-s-01018620__36__2__tv,"Østrigsgade 36, 2. tv. 2300 København S",65
https://www.boligsiden.dk/adresse/centerparken-12-3-tv-2500-valby-01011094__12__3__tv,"Centerparken 12, 3. tv. 2500 Valby",65
https://www.boligsiden.dk/adresse/willemoesgade-32-0-th-2100-koebenhavn-oe-01018356__32_st__th,"Willemoesgade 32, st. th. 2100 København Ø",143
https://www.boligsiden.dk/adresse/borups-alle-245-2-th-2400-koebenhavn-nv-01010760_245__2__th,"Borups Allé 245, 2. th. 2400 København NV",64
https://www.boligsiden.dk/adresse/sandkaj-13-4-tv-2150-nordhavn-01016218__13__4__tv,"Sandkaj 13, 4. tv. 2150 Nordhavn",126
https://www.boligsiden.dk/adresse/bartholinsgade-11-4-th-1356-koebenhavn-k-01010388__11__4__th,"Bartholinsgade 11, 4. th. 1356 København K",52
https://www.boligsiden.dk/adresse/valdemarsgade-44-5-tv-1665-koebenhavn-v-01017924__44__5__tv,"Valdemarsgade 44, 5. tv. 1665 København V",57
https://www.boligsiden.dk/adresse/abel-cathrines-gade-21a-4-tv-1654-koebenhavn-v-01010004_21a__4__tv,"Abel Cathrines Gade 21A, 4. tv. 1654 København V",62
https://www.boligsiden.dk/adresse/tuborgvej-19-0-6-2900-hellerup-01017684__19_st___6,"Tuborgvej 19, st. 6. 2900 Hellerup",87
https://www.boligsiden.dk/adresse/studiestraede-21-4-1455-koebenhavn-k-01017064__21__4____,"Studiestræde 21, 4. 1455 København K",133
https://www.boligsiden.dk/adresse/noekkerosevej-1-3-th-2400-koebenhavn-nv-01015176___1__3__th,"Nøkkerosevej 1, 3. th. 2400 København NV",92
https://www.boligsiden.dk/adresse/korsoergade-33-3-tv-2100-koebenhavn-oe-01013928__33__3__tv,"Korsørgade 33, 3. tv. 2100 København Ø",73
https://www.boligsiden.dk/adresse/gammel-kongevej-27-1-tv-1610-koebenhavn-v-01012096__27__1__tv,"Gammel Kongevej 27, 1. tv. 1610 København V",184
https://www.boligsiden.dk/adresse/ahornsgade-1-4-tv-2200-koebenhavn-n-01010068___1__4__tv,"Ahornsgade 1, 4. tv. 2200 København N",75
https://www.boligsiden.dk/adresse/sankelmarksgade-15-4-tv-1676-koebenhavn-v-01016224__15__4__tv,"Sankelmarksgade 15, 4. tv. 1676 København V",84
https://www.boligsiden.dk/adresse/hannemanns-alle-12u-0-5-2300-koebenhavn-s-01012578_12u_st___5,"Hannemanns Allé 12U, st. 5. 2300 København S",108
https://www.boligsiden.dk/adresse/siciliensgade-9-1-tv-2300-koebenhavn-s-01016356___9__1__tv,"Siciliensgade 9, 1. tv. 2300 København S",52
https://www.boligsiden.dk/adresse/aalekistevej-108b-2-th-2720-vanloese-01018672108b__2__th,"Ålekistevej 108B, 2. th. 2720 Vanløse",54
https://www.boligsiden.dk/adresse/frederiksgaards-alle-5-0-th-2720-vanloese-01011948___5_st__th,"Frederiksgårds Allé 5, st. th. 2720 Vanløse",111
https://www.boligsiden.dk/adresse/ove-rodes-plads-1-1-tv-2100-koebenhavn-oe-01015372___1__1__tv,"Ove Rodes Plads 1, 1. tv. 2100 København Ø",171
https://www.boligsiden.dk/adresse/frederikssundsvej-133-3-6-2700-broenshoej-01011964_133__3___6,"Frederikssundsvej 133, 3. 6. 2700 Brønshøj",100
https://www.boligsiden.dk/adresse/kirkegaardsvej-11-2-th-2300-koebenhavn-s-01013684__11__2__th,"Kirkegårdsvej 11, 2. th. 2300 København S",93
https://www.boligsiden.dk/adresse/australiensvej-17-4-tv-2100-koebenhavn-oe-01010284__17__4__tv,"Australiensvej 17, 4. tv. 2100 København Ø",69
https://www.boligsiden.dk/adresse/vester-soegade-16-0-mf-1601-koebenhavn-v-01018240__16_st__mf,"Vester Søgade 16, st. mf. 1601 København V",35
https://www.boligsiden.dk/adresse/kaerholmen-17-2-th-2720-vanloese-01014064__17__2__th,"Kærholmen 17, 2. th. 2720 Vanløse",53
https://www.boligsiden.dk/adresse/h.c.-andersens-boulevard-51-4-tv-1553-koebenhavn-v-01010148__51__4__tv,"H.C. Andersens Boulevard 51, 4. tv. 1553 København V",285
https://www.boligsiden.dk/adresse/serbiensgade-5-2-tv-2300-koebenhavn-s-01016336___5__2__tv,"Serbiensgade 5, 2. tv. 2300 København S",54
https://www.boligsiden.dk/adresse/sundholmsvej-27-1-tv-2300-koebenhavn-s-01017120__27__1__tv,"Sundholmsvej 27, 1. tv. 2300 København S",105
https://www.boligsiden.dk/adresse/svendborggade-16-2-tv-2100-koebenhavn-oe-01017156__16__2__tv,"Svendborggade 16, 2. tv. 2100 København Ø",56
https://www.boligsiden.dk/adresse/dampfaergevej-24b-5-th-2100-koebenhavn-oe-01011246_24b__5__th,"Dampfærgevej 24B, 5. th. 2100 København Ø",118
https://www.boligsiden.dk/adresse/bremensgade-28-3-th-2300-koebenhavn-s-01010828__28__3__th,"Bremensgade 28, 3. th. 2300 København S",85
https://www.boligsiden.dk/adresse/frederiksgaards-alle-12-1-th-2720-vanloese-01011948__12__1__th,"Frederiksgårds Allé 12, 1. th. 2720 Vanløse",57
https://www.boligsiden.dk/adresse/rosenvaengets-alle-40b-2-th-2100-koebenhavn-oe-01015948_40b__2__th,"Rosenvængets Allé 40B, 2. th. 2100 København Ø",65
https://www.boligsiden.dk/adresse/lyneborggade-29-3-tv-2300-koebenhavn-s-01014468__29__3__tv,"Lyneborggade 29, 3. tv. 2300 København S",96
https://www.boligsiden.dk/adresse/peter-holms-vej-10-4-th-2450-koebenhavn-sv-01018815__10__4__th,"Peter Holms Vej 10, 4. th. 2450 København SV",95
https://www.boligsiden.dk/adresse/aabakkevej-47-0-tv-2720-vanloese-01018624__47_st__tv,"Åbakkevej 47, st. tv. 2720 Vanløse",57
https://www.boligsiden.dk/adresse/peder-hjorts-vej-11-5-tv-2500-valby-01015444__11__5__tv,"Peder Hjorts Vej 11, 5. tv. 2500 Valby",94
https://www.boligsiden.dk/adresse/hoersholmsgade-28-5-2200-koebenhavn-n-01013236__28__5____,"Hørsholmsgade 28, 5. 2200 København N",117
https://www.boligsiden.dk/adresse/parmagade-38-3-th-2300-koebenhavn-s-01015424__38__3__th,"Parmagade 38, 3. th. 2300 København S",51
https://www.boligsiden.dk/adresse/ungarnsgade-17-2-tv-2300-koebenhavn-s-01017848__17__2__tv,"Ungarnsgade 17, 2. tv. 2300 København S",53
https://www.boligsiden.dk/adresse/lange-mullers-gade-25-4-th-2100-koebenhavn-oe-01014148__25__4__th,"Lange-Müllers Gade 25, 4. th. 2100 København Ø",56
https://www.boligsiden.dk/adresse/fiskedamsgade-13-4-tv-2100-koebenhavn-oe-01011784__13__4__tv,"Fiskedamsgade 13, 4. tv. 2100 København Ø",60
https://www.boligsiden.dk/adresse/sommerstedgade-14-2-th-1718-koebenhavn-v-01016724__14__2__th,"Sommerstedgade 14, 2. th. 1718 København V",61
https://www.boligsiden.dk/adresse/englandsvej-29-0-2300-koebenhavn-s-01011600__29_st____,"Englandsvej 29, st. 2300 København S",142
https://www.boligsiden.dk/adresse/aalholmvej-62-1-2500-valby-01018680__62__1____,"Ålholmvej 62, 1. 2500 Valby",81
https://www.boligsiden.dk/adresse/sankt-jakobs-gade-3-0-tv-2100-koebenhavn-oe-01016252___3_st__tv,"Sankt Jakobs Gade 3, st. tv. 2100 København Ø",147
https://www.boligsiden.dk/adresse/teglholm-tvaervej-7-2-th-2450-koebenhavn-sv-01017355___7__2__th,"Teglholm Tværvej 7, 2. th. 2450 København SV",69
https://www.boligsiden.dk/adresse/strandlodsvej-23f-0-tv-2300-koebenhavn-s-01016996_23f_st__tv,"Strandlodsvej 23F, st. tv. 2300 København S",123
https://www.boligsiden.dk/adresse/collinsgade-9-5-th-2100-koebenhavn-oe-01011184___9__5__th,"Collinsgade 9, 5. th. 2100 København Ø",65
https://www.boligsiden.dk/adresse/jagtvej-213-1-2-2100-koebenhavn-oe-01013332_213__1___2,"Jagtvej 213, 1. 2. 2100 København Ø",64
https://www.boligsiden.dk/adresse/ingolfs-alle-25-1-2300-koebenhavn-s-01013276__25__1____,"Ingolfs Allé 25, 1. 2300 København S",133
https://www.boligsiden.dk/adresse/raadmandsgade-48a-5-2200-koebenhavn-n-01016160_48a__5____,"Rådmandsgade 48A, 5. 2200 København N",80
https://www.boligsiden.dk/adresse/colbjoernsensgade-15-3-th-1652-koebenhavn-v-01011180__15__3__th,"Colbjørnsensgade 15, 3. th. 1652 København V",69
https://www.boligsiden.dk/adresse/kalkbraenderihavnsgade-4c-3-tv-2100-koebenhavn-oe-01013516__4c__3__tv,"Kalkbrænderihavnsgade 4C, 3. tv. 2100 København Ø",72
https://www.boligsiden.dk/adresse/frederiksborgvej-19-4-tv-2400-koebenhavn-nv-01011940__19__4__tv,"Frederiksborgvej 19, 4. tv. 2400 København NV",64
https://www.boligsiden.dk/adresse/lise-ringheims-vej-3-1-th-2500-valby-01014361___3__1__th,"Lise Ringheims Vej 3, 1. th. 2500 Valby",85
https://www.boligsiden.dk/adresse/lille-farimagsgade-1-3-tv-2100-koebenhavn-oe-01014260___1__3__tv,"Lille Farimagsgade 1, 3. tv. 2100 København Ø",43
https://www.boligsiden.dk/adresse/paradisaeblevej-82-6-2-2500-valby-01018848__82__6___2,"Paradisæblevej 82, 6. 2. 2500 Valby",88
https://www.boligsiden.dk/adresse/digevej-66-0-th-2300-koebenhavn-s-01011300__66_st__th,"Digevej 66, st. th. 2300 København S",100
https://www.boligsiden.dk/adresse/kretavej-17-2-tv-2300-koebenhavn-s-01013944__17__2__tv,"Kretavej 17, 2. tv. 2300 København S",59
https://www.boligsiden.dk/adresse/dronningens-tvaergade-46-6-3-1302-koebenhavn-k-01011356__46__6___3,"Dronningens Tværgade 46, 6. 3. 1302 København K",87
